Rnd,Pick,Tm,Player,ID,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,PassCmp,PassAtt,PassYds,PassTD,PassInt,RushAtt,RushYds,RushTD,Rec,RecYds,RecTD,SoloTkl,Int,Sk,College/Univ,Year
1,1,CLE,Myles Garrett,GarrMy00,DE,21,2018,0,1,2,18,18,27,0,0,0,0,0,0,0,0,0,0,0,54,,20.5,Texas A&M,2017
1,2,CHI,Mitchell Trubisky,TrubMi00,QB,23,2018,0,1,2,20,20,26,485,764,5416,31,19,109,669,5,0,0,0,,,,North Carolina,2017
1,3,SFO,Solomon Thomas,ThomSo00,DE,21,2018,0,0,2,12,12,30,0,0,0,0,0,0,0,0,0,0,0,58,,4.0,Stanford,2017
1,4,JAX,Leonard Fournette,FourLe00,RB,22,2018,0,0,2,11,11,21,0,0,0,0,0,401,1479,14,58,487,2,,,,LSU,2017
1,5,TEN,Corey Davis,DaviCo03,WR,22,2018,0,0,2,10,10,27,0,0,0,0,0,6,55,0,99,1266,4,,,,West. Michigan,2017
1,6,NYJ,Jamal Adams,AdamJa00,S,21,2018,0,1,2,16,16,32,0,0,0,0,0,0,0,0,0,0,0,149,1,5.5,LSU,2017
1,7,LAC,Mike Williams,WillMi07,WR,22,2018,0,0,0,7,7,26,0,0,0,0,0,7,28,1,54,759,10,,,,Clemson,2017
1,8,CAR,Christian McCaffrey,McCaCh01,RB,21,2018,0,0,2,25,25,32,1,1,50,1,0,336,1533,9,187,1518,11,,,,Stanford,2017
1,9,CIN,John Ross,RossJo00,WR,22,2018,0,0,1,2,2,16,0,0,0,0,0,5,21,0,21,210,7,,,,Washington,2017
1,10,KAN,Patrick Mahomes,MahoPa00,QB,21,2018,1,1,1,23,23,17,405,615,5381,50,13,67,282,2,0,0,0,,,,Texas Tech,2017
1,11,NOR,Marshon Lattimore,LattMa01,CB,21,2018,0,1,2,14,14,29,0,0,0,0,0,0,0,0,0,0,0,92,7,,Ohio St.,2017
1,12,HOU,Deshaun Watson,WatsDe00,QB,21,2018,0,1,1,23,23,23,471,709,5864,45,17,135,820,7,0,0,0,,,,Clemson,2017
1,13,ARI,Haason Reddick,ReddHa00,LB,22,2018,0,0,1,9,9,32,0,0,0,0,0,0,0,0,0,0,0,73,,6.5,Temple,2017
1,14,PHI,Derek Barnett,BarnDe01,DE,21,2018,0,0,0,6,6,21,0,0,0,0,0,0,0,0,0,0,0,29,,7.5,Tennessee,2017
1,15,IND,Malik Hooker,HookMa00,S,21,2018,0,0,1,8,8,21,0,0,0,0,0,0,0,0,0,0,0,45,5,,Ohio St.,2017
1,16,BAL,Marlon Humphrey,HumpMa00,CB,21,2018,0,0,1,7,7,30,0,0,0,0,0,0,0,0,0,0,0,61,4,,Alabama,2017
1,17,WAS,Jonathan Allen,AlleJo01,DE,22,2018,0,0,1,10,10,21,0,0,0,0,0,0,0,0,0,0,0,38,,9.0,Alabama,2017
1,18,TEN,Adoree' Jackson,JackAd00,CB,21,2018,0,0,2,12,12,32,0,0,0,0,0,5,55,0,0,0,0,128,2,,USC,2017
1,19,TAM,O.J. Howard,HowaO.00,TE,22,2018,0,0,2,7,7,24,0,0,0,0,0,0,0,0,60,997,11,,,,Alabama,2017
1,20,DEN,Garett Bolles,BollGa00,T,25,2018,0,0,2,14,14,32,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,2017
1,21,DET,Jarrad Davis,DaviJa01,LB,21,2018,0,0,2,16,16,30,0,0,0,0,0,0,0,0,0,0,0,138,1,8.0,Florida,2017
1,22,MIA,Charles Harris,HarrCh03,OLB,22,2018,0,0,0,5,5,27,0,0,0,0,0,0,0,0,0,0,0,23,,3.0,Missouri,2017
1,23,NYG,Evan Engram,EngrEv00,TE,23,2018,0,0,2,10,10,26,0,0,0,0,0,4,50,0,109,1299,9,,,,Mississippi,2017
1,24,OAK,Gareon Conley,ConlGa00,CB,22,2018,0,0,1,5,5,17,0,0,0,0,0,0,0,0,0,0,0,29,3,,Ohio St.,2017
1,25,CLE,Jabrill Peppers,PeppJa00,S,21,2018,0,0,2,11,11,29,0,0,0,0,0,0,0,0,0,0,0,96,2,1.0,Michigan,2017
1,26,ATL,Takkarist McKinley,McKiTa00,DE,21,2018,0,0,1,6,6,31,0,0,0,0,0,0,0,0,0,0,0,30,,13.0,UCLA,2017
1,27,BUF,TreDavious White,WhitTr01,CB,22,2018,0,0,1,12,12,32,0,0,0,0,0,0,0,0,0,0,0,97,6,,LSU,2017
1,28,DAL,Taco Charlton,CharTa00,DE,22,2018,0,0,0,6,6,27,0,0,0,0,0,0,0,0,0,0,0,28,,4.0,Michigan,2017
1,29,CLE,David Njoku,NjokDa00,TE,21,2018,0,0,1,7,7,32,0,0,0,0,0,1,1,0,88,1025,8,,,,Miami (FL),2017
1,30,PIT,T.J. Watt,WattT.00,OLB,22,2018,0,1,2,18,18,31,0,0,0,0,0,0,0,0,0,0,0,89,1,20.0,Wisconsin,2017
1,31,SFO,Reuben Foster,FostRe00,LB,23,2018,0,0,1,8,8,16,0,0,0,0,0,0,0,0,0,0,0,84,,,Alabama,2017
1,32,NOR,Ryan Ramczyk,RamcRy00,T,23,2018,0,0,2,25,25,31,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,2017
2,33,GNB,Kevin King,KingKe01,CB,22,2018,0,0,0,4,4,15,0,0,0,0,0,0,0,0,0,0,0,35,1,,Washington,2017
2,34,JAX,Cam Robinson,RobiCa00,T,21,2018,0,0,1,9,9,18,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,2017
2,35,SEA,Malik McDowell,McDoMa00,DT,21,,0,0,0,,,,,,,,,,,,,,,,,,Michigan St.,2017
2,36,ARI,Budda Baker,BakeBu00,S,21,2018,1,1,1,14,14,30,0,0,0,0,0,0,0,0,0,0,0,123,,3.0,Washington,2017
2,37,BUF,Zay Jones,JoneZa00,WR,22,2018,0,0,2,8,8,31,0,1,0,0,0,1,0,0,83,968,9,,,,East Carolina,2017
2,38,LAC,Forrest Lamp,LampFo00,G,23,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Western Kentucky,2017
2,39,NYJ,Marcus Maye,MayeMa00,S,24,2018,0,0,1,8,8,22,0,0,0,0,0,0,0,0,0,0,0,86,3,0.5,Florida,2017
2,40,CAR,Curtis Samuel,SamuCu00,WR,21,2018,0,0,1,7,7,22,0,0,0,0,0,12,148,2,54,609,5,5,,,Ohio St.,2017
2,41,MIN,Dalvin Cook,CookDa01,RB,22,2018,0,0,1,10,10,15,0,0,0,0,0,207,969,4,51,395,2,,,,Florida St.,2017
2,42,NOR,Marcus Williams,WillMa06,S,20,2018,0,0,2,12,12,31,0,0,0,0,0,0,0,0,0,0,0,106,6,1.0,Utah,2017
2,43,PHI,Sidney Jones,JoneSi00,CB,21,2018,0,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,23,,,Washington,2017
2,44,LAR,Gerald Everett,EverGe00,TE,23,2018,0,0,0,6,6,32,0,0,0,0,0,3,29,0,49,564,5,,,,South Alabama,2017
2,45,CHI,Adam Shaheen,ShahAd00,TE,22,2018,0,0,0,1,1,19,0,0,0,0,0,0,0,0,17,175,4,,,,Ashland,2017
2,46,IND,Quincy Wilson,WilsQu01,CB,21,2018,0,0,0,5,5,20,0,0,0,0,0,0,0,0,0,0,0,39,2,,Florida,2017
2,47,BAL,Tyus Bowser,BowsTy00,OLB,22,2018,0,0,0,3,3,31,0,0,0,0,0,0,0,0,0,0,0,13,1,3.5,Houston,2017
2,48,CIN,Joe Mixon,MixoJo00,RB,21,2018,0,0,1,18,18,28,0,0,0,0,0,415,1794,12,73,583,1,,,,Oklahoma,2017
2,49,WAS,Ryan Anderson,AndeRy00,OLB,23,2018,0,0,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,18,,2.0,Alabama,2017
2,50,TAM,Justin Evans,EvanJu00,S,22,2018,0,0,2,7,7,24,0,0,0,0,0,0,0,0,0,0,0,92,4,,Texas A&M,2017
2,51,DEN,DeMarcus Walker,WalkDe03,DE,22,2018,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,9,,2.0,Florida St.,2017
2,52,CLE,DeShone Kizer,KizeDe00,QB,21,2018,0,0,1,6,5,18,275,518,3081,11,24,82,458,5,0,0,0,,,,Notre Dame,2017
2,53,DET,Teez Tabor,TaboTe00,CB,21,2018,0,0,0,3,3,22,0,0,0,0,0,0,0,0,0,0,0,34,,,Florida,2017
2,54,MIA,Raekwon McMillan,McMiRa02,LB,21,2018,0,0,1,7,7,16,0,0,0,0,0,0,0,0,0,0,0,69,,,Ohio St.,2017
2,55,NYG,Dalvin Tomlinson,TomlDa00,DT,23,2018,0,0,2,14,14,32,0,0,0,0,0,0,0,0,0,0,0,58,,1.0,Alabama,2017
2,56,OAK,Obi Melifonwu,MeliOb00,S,23,2018,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,8,,,Connecticut,2017
2,57,HOU,Zach Cunningham,CunnZa00,LB,22,2018,0,0,2,14,14,30,0,0,0,0,0,0,0,0,0,0,0,118,1,1.5,Vanderbilt,2017
2,58,SEA,Ethan Pocic,PociEt00,C,22,2018,0,0,0,7,7,26,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,2017
2,59,KAN,Tanoh Kpassagnon,KpasTa00,DE,23,2018,0,0,0,3,3,29,0,0,0,0,0,0,0,0,0,0,0,10,,2.0,Villanova,2017
2,60,DAL,Chidobe Awuzie,AwuzCh00,CB,22,2018,0,0,1,8,8,25,0,0,0,0,0,0,0,0,0,0,0,71,2,,Colorado,2017
2,61,GNB,Josh Jones,JoneJo06,S,22,2018,0,0,0,5,5,29,0,0,0,0,0,0,0,0,0,0,0,96,1,3.0,North Carolina St.,2017
2,62,PIT,JuJu Smith-Schuster,SmitJu00,WR,20,2018,0,1,1,21,21,30,0,0,0,0,0,1,13,0,169,2343,14,,,,USC,2017
2,63,BUF,Dion Dawkins,DawkDi00,G,23,2018,0,0,2,11,11,32,0,0,0,0,0,0,0,0,1,7,1,,,,Temple,2017
2,64,CAR,Taylor Moton,MotoTa00,G,23,2018,0,0,1,11,11,32,0,0,0,0,0,0,0,0,0,0,0,,,,West. Michigan,2017
3,65,CLE,Larry Ogunjobi,OgunLa00,DT,23,2018,0,0,1,10,10,30,0,0,0,0,0,0,0,0,0,0,0,50,,6.5,Charlotte,2017
3,66,SFO,Ahkello Witherspoon,WithAh00,CB,22,2018,0,0,2,7,7,26,0,0,0,0,0,0,0,0,0,0,0,58,2,,Colorado,2017
3,67,NOR,Alvin Kamara,KamaAl00,RB,22,2018,0,2,1,30,30,31,0,0,0,0,0,314,1611,22,162,1535,9,,,,Tennessee,2017
3,68,JAX,Dawuane Smoot,SmooDa00,DE,22,2018,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,14,,,Illinois,2017
3,69,LAR,Cooper Kupp,KuppCo00,WR,24,2018,0,0,1,15,15,23,0,1,0,0,0,4,25,0,102,1435,11,,,,East. Washington,2017
3,70,MIN,Pat Elflein,ElflPa00,C,23,2018,0,0,2,14,14,28,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,2017
3,71,LAC,Dan Feeney,FeenDa00,G,23,2018,0,0,2,13,13,31,0,0,0,0,0,0,0,0,0,0,0,,,,Indiana,2017
3,72,TEN,Taywan Taylor,TaylTa00,WR,22,2018,0,0,0,6,6,29,0,0,0,0,0,8,43,0,53,697,2,,,,Western Kentucky,2017
3,73,CIN,Jordan Willis,WillJo09,OLB,22,2018,0,0,0,4,4,32,0,0,0,0,0,0,0,0,0,0,0,32,,2.0,Kansas St.,2017
3,74,BAL,Chris Wormley,WormCh00,DE,23,2018,0,0,0,5,5,23,0,0,0,0,0,0,0,0,0,0,0,18,,1.0,Michigan,2017
3,75,ATL,Duke Riley,RileDu00,LB,23,2018,0,0,1,7,7,28,0,0,0,0,0,0,0,0,0,0,0,49,,,LSU,2017
3,76,NOR,Alex Anzalone,AnzaAl00,LB,22,2018,0,0,0,6,6,20,0,0,0,0,0,0,0,0,0,0,0,56,1,3.0,Florida,2017
3,77,CAR,Daeshon Hall,HallDa01,DE,22,2018,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,,0.5,Texas A&M,2017
3,78,BAL,Tim Williams,WillTi00,OLB,23,2018,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,11,,2.0,Alabama,2017
3,79,NYJ,ArDarius Stewart,StewAr00,WR,23,2017,0,0,0,1,1,15,0,0,0,0,0,7,27,0,6,82,0,,,,Alabama,2017
3,80,IND,Tarell Basham,BashTa00,DE,23,2018,0,0,0,2,1,26,0,0,0,0,0,0,0,0,0,0,0,11,,2.0,Ohio,2017
3,81,WAS,Fabian Moreau,MoreFa00,CB,23,2018,0,0,1,5,5,32,0,0,0,0,0,0,0,0,0,0,0,41,1,,UCLA,2017
3,82,DEN,Carlos Henderson,HendCa01,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Louisiana Tech,2017
3,83,NWE,Derek Rivers,RiveDe00,DE,23,2018,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,2,,1.0,Youngstown St.,2017
3,84,TAM,Chris Godwin,GodwCh00,WR,21,2018,0,0,0,10,10,32,0,0,0,0,0,0,0,0,93,1367,8,1,,,Penn St.,2017
3,85,NWE,Antonio Garcia,GarcAn00,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Troy,2017
3,86,KAN,Kareem Hunt,HuntKa00,RB,22,2018,0,1,2,25,25,27,0,0,0,0,0,453,2151,15,79,833,10,,,,Toledo,2017
3,87,NYG,Davis Webb,WebbDa00,QB,22,,0,0,0,,,,,,,,,,,,,,,,,,California,2017
3,88,OAK,Eddie Vanderdoes,VandEd00,DT,22,2017,0,0,1,5,5,16,0,0,0,0,0,0,0,0,0,0,0,13,,,UCLA,2017
3,89,HOU,D'Onta Foreman,ForeDO00,RB,21,2018,0,0,0,3,3,11,0,0,0,0,0,85,326,2,8,111,1,,,,Texas,2017
3,90,SEA,Shaquill Griffin,GrifSh00,DB,22,2018,0,0,2,11,11,31,0,0,0,0,0,0,0,0,0,0,0,104,3,1.0,Central Florida,2017
3,91,LAR,John Johnson,JohnJo10,S,21,2018,0,0,2,11,11,32,0,0,0,0,0,0,0,0,0,0,0,135,5,,Boston Col.,2017
3,92,DAL,Jourdan Lewis,LewiJo01,CB,22,2018,0,0,0,5,5,30,0,0,0,0,0,2,12,0,0,0,0,58,2,,Michigan,2017
3,93,GNB,Montravius Adams,AdamMo00,DT,22,2018,0,0,0,2,2,23,0,0,0,0,0,0,0,0,0,0,0,12,,1.5,Auburn,2017
3,94,PIT,Cameron Sutton,SuttCa00,CB,22,2018,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,24,1,,Tennessee,2017
3,95,SEA,Delano Hill,HillDe02,S,21,2018,0,0,0,3,3,28,0,0,0,0,0,0,0,0,0,0,0,15,,,Michigan,2017
3,96,DET,Kenny Golladay,GollKe00,WR,23,2018,0,0,1,12,12,26,0,0,0,0,0,2,17,0,98,1540,8,,,,Northern Illinois,2017
3,97,MIA,Cordrea Tankersley,TankCo00,CB,23,2018,0,0,1,3,3,17,0,0,0,0,0,0,0,0,0,0,0,26,,,Clemson,2017
3,98,ARI,Chad Williams,WillCh05,WR,22,2018,0,0,0,1,1,16,0,0,0,0,0,3,42,0,20,202,1,,,,Grambling St.,2017
3,99,PHI,Rasul Douglas,DougRa00,CB,22,2018,0,0,0,7,7,30,0,0,0,0,0,0,0,0,0,0,0,70,5,,West Virginia,2017
3,100,TEN,Jonnu Smith,SmitJo01,TE,22,2018,0,0,2,3,3,29,0,0,0,0,0,0,0,0,38,415,5,,,,Florida International,2017
3,101,DEN,Brendan Langley,LangBr00,CB,22,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,5,,,Lamar,2017
3,102,SEA,Nazair Jones,JoneNa00,DT,22,2018,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,12,1,2.0,North Carolina,2017
3,103,NOR,Trey Hendrickson,HendTr00,OLB,22,2018,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,14,,2.0,Florida Atlantic,2017
3,104,SFO,C.J. Beathard,BeatC.00,QB,23,2018,0,0,0,7,7,13,225,393,2682,12,13,45,205,4,0,0,0,,,,Iowa,2017
3,105,PIT,James Conner,ConnJa00,RB,22,2018,0,1,1,11,11,27,0,0,0,0,0,247,1117,12,55,497,1,,,,Pittsburgh,2017
3,106,SEA,Amara Darboh,DarbAm00,WR,23,2017,0,0,0,1,1,16,0,0,0,0,0,0,0,0,8,71,0,,,,Michigan,2017
3,107,TAM,Kendell Beckwith,BeckKe00,ILB,22,2017,0,0,0,5,5,16,0,0,0,0,0,0,0,0,0,0,0,60,,1.0,LSU,2017
4,108,GNB,Vince Biegel,BiegVi00,LB,24,2018,0,0,0,2,1,23,0,0,0,0,0,0,0,0,0,0,0,10,,,Wisconsin,2017
4,109,MIN,Jaleel Johnson,JohnJa09,DT,23,2018,0,0,0,2,2,21,0,0,0,0,0,0,0,0,0,0,0,6,,0.5,Iowa,2017
4,110,JAX,Dede Westbrook,WestDe00,WR,23,2018,0,0,1,9,9,23,0,1,0,0,0,9,98,0,93,1056,6,,,,Oklahoma,2017
4,111,SEA,Tedric Thompson,ThomTe00,S,22,2018,0,0,1,5,5,23,0,0,0,0,0,0,0,0,0,0,0,41,1,,Colorado,2017
4,112,CHI,Eddie Jackson,JackEd01,S,24,2018,1,1,2,20,20,30,0,0,0,0,0,0,0,0,0,0,0,94,8,1.0,Alabama,2017
4,113,LAC,Rayshawn Jenkins,JenkRa00,S,23,2018,0,0,0,2,2,30,0,0,0,0,0,0,0,0,0,0,0,17,,0.5,Miami (FL),2017
4,114,WAS,Samaje Perine,PeriSa00,RB,21,2018,0,0,1,5,5,21,0,0,0,0,0,183,635,1,25,187,1,,,,Oklahoma,2017
4,115,ARI,Dorian Johnson,JohnDo03,G,22,,0,0,0,,,,,,,,,,,,,,,,,,Pittsburgh,2017
4,116,CIN,Carl Lawson,LawsCa00,OLB,22,2018,0,0,0,3,3,23,0,0,0,0,0,0,0,0,0,0,0,14,,9.5,Auburn,2017
4,117,LAR,Josh Reynolds,ReynJo00,WR,22,2018,0,0,1,5,5,32,0,0,0,0,0,2,8,0,40,506,6,1,,,Texas A&M,2017
4,118,PHI,Mack Hollins,HollMa00,WR,23,2017,0,0,0,2,2,16,0,0,0,0,0,0,0,0,16,226,1,,,,North Carolina,2017
4,119,CHI,Tarik Cohen,CoheTa00,RB,22,2018,1,1,0,16,16,32,2,3,22,2,0,186,814,5,124,1078,6,,,,North Carolina A&T,2017
4,120,MIN,Ben Gedeon,GedeBe00,ILB,22,2018,0,0,2,13,13,31,0,0,0,0,0,0,0,0,0,0,0,44,,,Michigan,2017
4,121,SFO,Joe Williams,WillJo12,RB,24,,0,0,0,,,,,,,,,,,,,,,,,,Utah,2017
4,122,BAL,Nico Siragusa,SiraNi00,G,23,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.,2017
4,123,WAS,Montae Nicholson,NichMo00,S,21,2018,0,0,0,6,6,22,0,0,0,0,0,0,0,0,0,0,0,47,1,,Michigan St.,2017
